iter	MultiClass
0	0.8506194196
1	0.6911156994
2	0.5765894717
3	0.4915101997
4	0.4251042907
5	0.3715746838
6	0.3294027778
7	0.2929127604
8	0.2634489707
9	0.2387874194
10	0.2197747241
11	0.2027171224
12	0.1878901135
13	0.1767059307
14	0.1664702691
15	0.1569933346
16	0.1490924479
17	0.1416396019
18	0.1363589875
19	0.1317579985
20	0.1268374333
21	0.1239567445
22	0.120891028
23	0.1176336341
24	0.1155629495
25	0.1126222718
26	0.1099912807
27	0.1086826869
28	0.1071379278
29	0.1057373124
30	0.104062252
31	0.1032237878
32	0.1021847486
33	0.1012430556
34	0.09977186415
35	0.09869458395
36	0.09763216921
37	0.09699262153
38	0.09643633743
39	0.09575124783
40	0.09536932664
41	0.09482926432
42	0.09437926277
43	0.09392630053
44	0.09348594835
45	0.0931312624
46	0.0926366955
47	0.09240542845
48	0.09179341828
49	0.09143546162
50	0.0911030971
51	0.09073008898
52	0.0903992358
53	0.08999931021
54	0.08970128038
55	0.08946940104
56	0.08923179408
57	0.0891023763
58	0.08883757285
59	0.08855802021
60	0.08835047743
61	0.08814105903
62	0.08793734499
63	0.08781026786
64	0.0875148267
65	0.08736300223
66	0.08714891028
67	0.08683724733
68	0.08677771577
69	0.08653977555
70	0.08637070623
71	0.08624327257
72	0.08610642206
73	0.08590152995
74	0.08577978516
75	0.08560262432
76	0.08527401104
77	0.08511494761
78	0.08496594432
79	0.08475103082
80	0.08445875961
81	0.08430378069
82	0.08419177827
83	0.08399645802
84	0.08384393601
85	0.08367737785
86	0.08355562531
87	0.08343215991
88	0.08319972253
89	0.08304444134
90	0.08293092758
91	0.08276193576
92	0.08264443824
93	0.0825702505
94	0.08241180711
95	0.08218868583
96	0.08206842913
97	0.08184198289
98	0.08171296813
99	0.08161724175
100	0.08140530444
101	0.08131170945
102	0.08115473865
103	0.08108200025
104	0.08099439639
105	0.08086535063
106	0.08078965154
107	0.08062542628
108	0.08052275546
109	0.08040124318
110	0.08027580915
111	0.08013797433
112	0.08003644283
113	0.07992075118
114	0.07970632595
115	0.07959748574
116	0.07957003348
117	0.07945290799
118	0.07931205047
119	0.0791922278
120	0.07912124101
121	0.07900674293
122	0.07885343037
123	0.07874953497
124	0.07864742994
125	0.07853378441
126	0.07845942615
127	0.07834123884
128	0.07824362134
129	0.07814742994
130	0.07796667287
131	0.07787335689
132	0.07777640594
133	0.07771611483
134	0.07759016927
135	0.07749304781
136	0.07733239552
137	0.07725492156
138	0.07721677362
139	0.0770944553
140	0.0769851268
141	0.07690505642
142	0.07680805897
143	0.07673413473
144	0.07667015439
145	0.07654016307
146	0.07641286892
147	0.07630729942
148	0.07621263486
149	0.07617812965
150	0.07604942491
151	0.07596153429
152	0.07589754619
153	0.07585615079
154	0.07578950428
155	0.07571277437
156	0.07560425967
157	0.07550596013
158	0.07536807881
159	0.07525961062
160	0.07519961403
161	0.07512167504
162	0.07501943049
163	0.07489586434
164	0.07479343378
165	0.07468421379
166	0.07461672247
167	0.07449978299
168	0.07437973555
169	0.07428559803
170	0.07416148158
171	0.07404754154
172	0.07396578931
173	0.0738507177
174	0.07377869234
175	0.07370649647
176	0.07364584108
177	0.07358477493
178	0.07349206349
179	0.07334357949
180	0.07329753379
181	0.07321341766
182	0.07316165985
183	0.07306916543
184	0.07294647507
185	0.07285615079
186	0.0727843657
187	0.07265808687
188	0.07257349795
189	0.072515625
190	0.07242405289
191	0.07234582713
192	0.07227831256
193	0.07223017423
194	0.07214543031
195	0.07206617374
196	0.07196262711
197	0.07186988467
198	0.07180749318
199	0.07174348183
200	0.07168137711
201	0.07161058408
202	0.07150168961
203	0.07145189267
204	0.07140415737
205	0.07132050626
206	0.07123384022
207	0.07117771112
208	0.07109433904
209	0.07095658172
210	0.07090675378
211	0.07082061477
212	0.07073270089
213	0.07068761626
214	0.07064015997
215	0.07055206008
216	0.07049485367
217	0.07044897848
218	0.07035346912
219	0.07028917101
220	0.07021604508
221	0.07013037109
222	0.07006842138
223	0.07000108507
224	0.06993413628
225	0.06987710038
226	0.06977236018
227	0.06971141028
228	0.06966181486
229	0.06960101221
230	0.06956121342
231	0.06950667318
232	0.06939839875
233	0.06930702815
234	0.06925695995
235	0.06915573072
236	0.0690804579
237	0.06901302083
238	0.06896642485
239	0.06891380673
240	0.06885037667
241	0.06880657087
242	0.06877085658
243	0.06871006944
244	0.06867013114
245	0.06855712116
246	0.06850738622
247	0.06844512649
248	0.06837859623
249	0.06831294178
250	0.06826777964
251	0.06819909474
252	0.06814733693
253	0.06811683098
254	0.06806942119
255	0.06802639044
256	0.06795655847
257	0.06788840061
258	0.06782955109
259	0.06770092386
260	0.06764918155
261	0.06759879557
262	0.0675539357
263	0.06750744823
264	0.06741263641
265	0.06734684245
266	0.06727477059
267	0.06720021081
268	0.06712403119
269	0.06708749535
270	0.06704149616
271	0.06696082899
272	0.06693554688
273	0.06688763331
274	0.06679404607
275	0.06673061601
276	0.06667082868
277	0.0666297278
278	0.06660029917
279	0.06654807633
280	0.0664850958
281	0.06643182664
282	0.06630562531
283	0.06625564236
284	0.06620875961
285	0.06617369637
286	0.06610724361
287	0.06604227896
288	0.06598656839
289	0.06593893384
290	0.0658694894
291	0.06581069413
292	0.06577080233
293	0.06569473896
294	0.06565538194
295	0.06558519345
296	0.06551839193
297	0.06543055556
298	0.06532299417
299	0.06526435392
300	0.06516225663
301	0.06510877046
302	0.06504743304
303	0.06496935841
304	0.06491022213
305	0.06483819289
306	0.06478412156
307	0.06474745396
308	0.06468903072
309	0.06465275065
310	0.06461205667
311	0.06454284474
312	0.06451784939
313	0.06445567879
314	0.06441845316
315	0.06434205264
316	0.06427473958
317	0.06423332093
318	0.06419466533
319	0.0641335798
320	0.06407476128
321	0.06397266013
322	0.06391038489
323	0.06382329644
324	0.06374948459
325	0.06366324482
326	0.0635941259
327	0.06353746202
328	0.06349474129
329	0.06344822281
330	0.06339361282
331	0.06335139974
332	0.06330962844
333	0.06326281932
334	0.06321974206
335	0.06307970223
336	0.0629839681
337	0.06293581427
338	0.06283661954
339	0.06279438322
340	0.0627550572
341	0.06269122024
342	0.06262181842
343	0.06257102555
344	0.06250105407
345	0.06246357267
346	0.06241533746
347	0.06236825319
348	0.06230650499
349	0.06228418744
350	0.06223540582
351	0.06217354523
352	0.06213458736
353	0.06210195002
354	0.06203216068
355	0.06199697343
356	0.06196503751
357	0.06194049169
358	0.0618776933
359	0.06184931873
360	0.06180013021
361	0.06174505906
362	0.06169125124
363	0.06164923968
364	0.06160080683
365	0.06155509828
366	0.061515594
367	0.06147806222
368	0.06141744172
369	0.0613476485
370	0.06129571243
371	0.0612465549
372	0.0612156343
373	0.06116767423
374	0.06110906886
375	0.06103907025
376	0.06097088914
377	0.06091209775
378	0.06084051804
379	0.06077352276
380	0.06068491908
381	0.06062650747
382	0.06060665845
383	0.06054536753
384	0.0605081729
385	0.0604512145
386	0.06037582543
387	0.06031021748
388	0.06029017082
389	0.06023646376
390	0.06016863529
391	0.06009193638
392	0.06001383851
393	0.05992476206
394	0.05988144841
395	0.05985627868
396	0.05980284676
397	0.05976161799
398	0.059705144
399	0.05964738343
400	0.05960737925
401	0.05957144407
402	0.05953751628
403	0.05946623109
404	0.05943237305
405	0.05940263439
406	0.05935442631
407	0.05928933377
408	0.05923166233
409	0.05917278181
410	0.05912430246
411	0.05907602849
412	0.05900848679
413	0.05891836015
414	0.05889083426
415	0.05885449994
416	0.05879306951
417	0.05873027499
418	0.05867886207
419	0.05864369807
420	0.05860488359
421	0.05854595657
422	0.05848805261
423	0.05839365932
424	0.05835646081
425	0.05832022724
426	0.05828113762
427	0.05822810097
428	0.0582012455
429	0.05814973183
430	0.05809331985
431	0.05805467587
432	0.05800904095
433	0.05799086992
434	0.05795670573
435	0.05785245768
436	0.05775460767
437	0.05770750791
438	0.05767532397
439	0.05760127961
440	0.05755523391
441	0.05751710147
442	0.05746911815
443	0.05740530056
444	0.05736779979
445	0.0573312407
446	0.05728568328
447	0.05723995923
448	0.05719128612
449	0.05715699017
450	0.05711257983
451	0.0570577722
452	0.05701351687
453	0.05698513455
454	0.05692153398
455	0.05685066344
456	0.05681301928
457	0.05675635928
458	0.05673171658
459	0.05666669767
460	0.05664097377
461	0.05660283358
462	0.0565492389
463	0.05651457868
464	0.05649121094
465	0.05644847083
466	0.05643322173
467	0.05640527731
468	0.05637707326
469	0.05633539497
470	0.05630557881
471	0.05626872132
472	0.05622710503
473	0.05619317336
474	0.05613144066
475	0.05608177936
476	0.05605271887
477	0.05599817863
478	0.05592138672
479	0.0558663582
480	0.0558277491
481	0.05578280785
482	0.05572628736
483	0.05569902886
484	0.05565187484
485	0.05562899926
486	0.05559704784
487	0.05552369714
488	0.05547429936
489	0.05543763563
490	0.05541106306
491	0.05536539326
492	0.05529743304
493	0.05522751194
494	0.05519501411
495	0.0551688213
496	0.0551176099
497	0.05504779731
498	0.05499911257
499	0.05496190244
500	0.05491798425
501	0.05489045449
502	0.05482654777
503	0.05479069785
504	0.05474333457
505	0.0547086511
506	0.0546664419
507	0.05462129139
508	0.05457763672
509	0.05455450149
510	0.05451640005
511	0.05449604725
512	0.05442949374
513	0.05438533916
514	0.05434703234
515	0.05430593533
516	0.05427932788
517	0.054234437
518	0.05419700986
519	0.05418321785
520	0.05413626147
521	0.05409462968
522	0.05406518942
523	0.05399886455
524	0.05393314035
525	0.05388138253
526	0.05384869482
527	0.05382502093
528	0.05377697173
529	0.05374301293
530	0.05370334976
531	0.05366704257
532	0.05362329489
533	0.05358180261
534	0.05352554563
535	0.05348982747
536	0.05345817832
537	0.05340004185
538	0.05332955497
539	0.05329763455
540	0.05324173797
541	0.05320094324
542	0.05316428726
543	0.05310524399
544	0.05305910916
545	0.05301269919
546	0.05298292178
547	0.05292410327
548	0.0528648701
549	0.05283020213
550	0.05280153692
551	0.0527562314
552	0.05271722703
553	0.05268758913
554	0.05263808284
555	0.05258760386
556	0.05255287776
557	0.05251352462
558	0.05247462488
559	0.05244883123
560	0.05240661815
561	0.05238268849
562	0.05234817166
563	0.05231397259
564	0.05228672185
565	0.05224233088
566	0.05222281126
567	0.05218410916
568	0.05214718967
569	0.05211549789
570	0.05204458085
571	0.05199791512
572	0.05195063322
573	0.05193373713
574	0.05189546518
575	0.0518367048
576	0.05181012447
577	0.05174179998
578	0.05168756588
579	0.05164201234
580	0.05159865606
581	0.05157271903
582	0.05154912264
583	0.05149313306
584	0.05144807943
585	0.05142554874
586	0.05138304501
587	0.05135099284
588	0.05132707868
589	0.051281188
590	0.05125367374
591	0.05118932137
592	0.05114656576
593	0.05111543976
594	0.05108572049
595	0.0510480802
596	0.05100289094
597	0.05097442724
598	0.05093163287
599	0.05090488591
600	0.05088394407
601	0.05082477291
602	0.05080509828
603	0.05072720579
604	0.05070613607
605	0.05066173348
606	0.05063721091
607	0.05057105267
608	0.05052517749
609	0.05048173596
610	0.05046906002
611	0.05043148562
612	0.05039178757
613	0.05031337193
614	0.05026971339
615	0.0502167775
616	0.05018920898
617	0.05014227198
618	0.05007977586
619	0.05004492963
620	0.05000620427
621	0.04997516741
622	0.04994230918
623	0.04989520167
624	0.04985103159
625	0.0498124225
626	0.04976494296
627	0.04972736855
628	0.04969762215
629	0.04966484918
630	0.04962510851
631	0.04955893865
632	0.04954420883
633	0.04951976764
634	0.04949609763
635	0.04946890501
636	0.04944985429
637	0.04941897631
638	0.049372981
639	0.04934709046
640	0.0492687562
641	0.04924772523
642	0.04920722114
643	0.04918420216
644	0.04916849966
645	0.04914162481
646	0.04909051029
647	0.04904523189
648	0.04900344897
649	0.04896318127
650	0.04893105159
651	0.04887522864
652	0.0488480709
653	0.04881525143
654	0.0487879503
655	0.04875310795
656	0.04870964317
657	0.04867160373
658	0.04863613359
659	0.0486129596
660	0.04857084728
661	0.04853197855
662	0.04850499132
663	0.04847808935
664	0.04842979601
665	0.04841241939
666	0.0483893888
667	0.04835675146
668	0.04832374984
669	0.04829227896
670	0.0482613196
671	0.0482207225
672	0.0481730802
673	0.04814911954
674	0.04813817584
675	0.04810375977
676	0.04807090929
677	0.0480616707
678	0.04803652034
679	0.04798183284
680	0.04795234995
681	0.047929641
682	0.0478941321
683	0.04785479833
684	0.0478070514
685	0.04779426696
686	0.04774958535
687	0.04770919751
688	0.04766722858
689	0.04764149693
690	0.04760919286
691	0.04758138796
692	0.04754432509
693	0.04750752186
694	0.04748676215
695	0.04746629309
696	0.04744080946
697	0.04741399275
698	0.0473383324
699	0.04728491598
700	0.04725104244
701	0.04722450862
702	0.04720197018
703	0.04718368676
704	0.04714326792
705	0.04710794891
706	0.04706932819
707	0.047031188
708	0.04698602198
709	0.04696140641
710	0.04695023019
711	0.04691543821
712	0.04688115002
713	0.04685696847
714	0.04682977973
715	0.04679111638
716	0.04676405552
717	0.04674230376
718	0.04672282289
719	0.04668571739
720	0.04665821863
721	0.04661139013
722	0.04658967324
723	0.04653390454
724	0.04651528785
725	0.04650019376
726	0.04647634161
727	0.04645172991
728	0.04641979399
729	0.04639115978
730	0.04634988452
731	0.04630364118
732	0.04626598152
733	0.0462335922
734	0.04620915101
735	0.04618282258
736	0.0461546999
737	0.04613078962
738	0.04610856895
739	0.04606971959
740	0.04603802006
741	0.04600881231
742	0.04595030769
743	0.04591975524
744	0.04586789667
745	0.04581517005
746	0.04578938802
747	0.04576066081
748	0.04572960457
749	0.04569610693
750	0.04565594386
751	0.0456340487
752	0.04561554439
753	0.04559517222
754	0.04556949482
755	0.04554810345
756	0.04551931036
757	0.04549079629
758	0.04546811446
759	0.04542769562
760	0.04540751333
761	0.04535416279
762	0.04533552285
763	0.0453062841
764	0.04528832233
765	0.04526087395
766	0.04523679315
767	0.04520406281
768	0.04518088883
769	0.04515204536
770	0.04513773406
771	0.04511208767
772	0.04509232003
773	0.04504992094
774	0.0450203528
775	0.0449906219
776	0.04494564965
777	0.04492744761
778	0.04489474826
779	0.04485689872
780	0.04481916155
781	0.04479561554
782	0.04475869218
783	0.04471671162
784	0.04469376628
785	0.04467105732
786	0.04463244435
787	0.04460477896
788	0.04457914419
789	0.04453478423
790	0.04449375698
791	0.04445809307
792	0.04439594572
793	0.04436754015
794	0.04433317057
795	0.04431886316
796	0.04429236034
797	0.04427107747
798	0.04423005022
799	0.04421346804
800	0.04420147802
801	0.04418137711
802	0.04414260138
803	0.0441241552
804	0.04408543759
805	0.04405958969
806	0.04402231755
807	0.04399320281
808	0.04398025561
809	0.04393840293
810	0.04391089642
811	0.04389034986
812	0.04387200443
813	0.04384948149
814	0.04383329458
815	0.04380612522
816	0.04378419131
817	0.04375843254
818	0.04373042612
819	0.04370241583
820	0.04364458938
821	0.04362983243
822	0.04361953203
823	0.04358145384
824	0.04355341254
825	0.04351185051
826	0.04348719231
827	0.04345094324
828	0.04341770911
829	0.04338954381
830	0.04336788117
831	0.04334273856
832	0.04332332357
833	0.04328655909
834	0.04325703745
835	0.04320476423
